,ImageName,label_name,label
52,./data/NEU-CLS-64/sp/49.jpg,sp,8
6124,./data/NEU-CLS-64/pa/1035.jpg,pa,3
2983,./data/NEU-CLS-64/cr/485.jpg,cr,0
4134,./data/NEU-CLS-64/rs/1280.jpg,rs,6
3578,./data/NEU-CLS-64/rs/605.jpg,rs,6
5944,./data/NEU-CLS-64/pa/74.jpg,pa,3
1130,./data/NEU-CLS-64/sc/540.jpg,sc,7
1997,./data/NEU-CLS-64/in/26.jpg,in,2
1627,./data/NEU-CLS-64/in/159.jpg,in,2
5336,./data/NEU-CLS-64/ps/498.jpg,ps,4
153,./data/NEU-CLS-64/sp/107.jpg,sp,8
2427,./data/NEU-CLS-64/cr/75.jpg,cr,0
3069,./data/NEU-CLS-64/cr/26.jpg,cr,0
5636,./data/NEU-CLS-64/ps/81.jpg,ps,4
6882,./data/NEU-CLS-64/pa/145.jpg,pa,3
4313,./data/NEU-CLS-64/rs/242.jpg,rs,6
6052,./data/NEU-CLS-64/pa/213.jpg,pa,3
6513,./data/NEU-CLS-64/pa/447.jpg,pa,3
2753,./data/NEU-CLS-64/cr/933.jpg,cr,0
5665,./data/NEU-CLS-64/ps/787.jpg,ps,4
2679,./data/NEU-CLS-64/cr/738.jpg,cr,0
6701,./data/NEU-CLS-64/pa/118.jpg,pa,3
2119,./data/NEU-CLS-64/in/154.jpg,in,2
18,./data/NEU-CLS-64/sp/375.jpg,sp,8
6885,./data/NEU-CLS-64/pa/179.jpg,pa,3
3959,./data/NEU-CLS-64/rs/1047.jpg,rs,6
2334,./data/NEU-CLS-64/cr/1018.jpg,cr,0
5166,./data/NEU-CLS-64/ps/49.jpg,ps,4
3516,./data/NEU-CLS-64/rs/1192.jpg,rs,6
5531,./data/NEU-CLS-64/ps/654.jpg,ps,4
1304,./data/NEU-CLS-64/gg/261.jpg,gg,1
2019,./data/NEU-CLS-64/in/284.jpg,in,2
1745,./data/NEU-CLS-64/in/711.jpg,in,2
6167,./data/NEU-CLS-64/pa/539.jpg,pa,3
4495,./data/NEU-CLS-64/rs/287.jpg,rs,6
1879,./data/NEU-CLS-64/in/280.jpg,in,2
5614,./data/NEU-CLS-64/ps/468.jpg,ps,4
1650,./data/NEU-CLS-64/in/588.jpg,in,2
2809,./data/NEU-CLS-64/cr/1080.jpg,cr,0
2452,./data/NEU-CLS-64/cr/206.jpg,cr,0
369,./data/NEU-CLS-64/sp/93.jpg,sp,8
4817,./data/NEU-CLS-64/rs/746.jpg,rs,6
904,./data/NEU-CLS-64/sc/709.jpg,sc,7
6425,./data/NEU-CLS-64/pa/691.jpg,pa,3
1284,./data/NEU-CLS-64/gg/101.jpg,gg,1
4875,./data/NEU-CLS-64/rs/1374.jpg,rs,6
4148,./data/NEU-CLS-64/rs/264.jpg,rs,6
1585,./data/NEU-CLS-64/in/438.jpg,in,2
54,./data/NEU-CLS-64/sp/75.jpg,sp,8
7207,./data/NEU-CLS-64/rp/187.jpg,rp,5
1759,./data/NEU-CLS-64/in/665.jpg,in,2
2781,./data/NEU-CLS-64/cr/847.jpg,cr,0
6736,./data/NEU-CLS-64/pa/1004.jpg,pa,3
6724,./data/NEU-CLS-64/pa/625.jpg,pa,3
853,./data/NEU-CLS-64/sc/724.jpg,sc,7
6773,./data/NEU-CLS-64/pa/340.jpg,pa,3
1718,./data/NEU-CLS-64/in/114.jpg,in,2
6706,./data/NEU-CLS-64/pa/871.jpg,pa,3
6585,./data/NEU-CLS-64/pa/442.jpg,pa,3
1179,./data/NEU-CLS-64/sc/218.jpg,sc,7
5566,./data/NEU-CLS-64/ps/331.jpg,ps,4
4832,./data/NEU-CLS-64/rs/551.jpg,rs,6
2464,./data/NEU-CLS-64/cr/992.jpg,cr,0
4095,./data/NEU-CLS-64/rs/1493.jpg,rs,6
3195,./data/NEU-CLS-64/cr/787.jpg,cr,0
3884,./data/NEU-CLS-64/rs/67.jpg,rs,6
7077,./data/NEU-CLS-64/rp/14.jpg,rp,5
4269,./data/NEU-CLS-64/rs/688.jpg,rs,6
1484,./data/NEU-CLS-64/gg/185.jpg,gg,1
5922,./data/NEU-CLS-64/pa/229.jpg,pa,3
7142,./data/NEU-CLS-64/rp/130.jpg,rp,5
4746,./data/NEU-CLS-64/rs/156.jpg,rs,6
3871,./data/NEU-CLS-64/rs/628.jpg,rs,6
5113,./data/NEU-CLS-64/ps/413.jpg,ps,4
1449,./data/NEU-CLS-64/gg/83.jpg,gg,1
1780,./data/NEU-CLS-64/in/271.jpg,in,2
732,./data/NEU-CLS-64/sc/112.jpg,sc,7
6625,./data/NEU-CLS-64/pa/1114.jpg,pa,3
3093,./data/NEU-CLS-64/cr/455.jpg,cr,0
7160,./data/NEU-CLS-64/rp/195.jpg,rp,5
4783,./data/NEU-CLS-64/rs/632.jpg,rs,6
1979,./data/NEU-CLS-64/in/537.jpg,in,2
3612,./data/NEU-CLS-64/rs/1152.jpg,rs,6
4636,./data/NEU-CLS-64/rs/440.jpg,rs,6
6092,./data/NEU-CLS-64/pa/417.jpg,pa,3
5407,./data/NEU-CLS-64/ps/501.jpg,ps,4
789,./data/NEU-CLS-64/sc/322.jpg,sc,7
5190,./data/NEU-CLS-64/ps/776.jpg,ps,4
3845,./data/NEU-CLS-64/rs/947.jpg,rs,6
4096,./data/NEU-CLS-64/rs/107.jpg,rs,6
848,./data/NEU-CLS-64/sc/533.jpg,sc,7
1080,./data/NEU-CLS-64/sc/419.jpg,sc,7
2767,./data/NEU-CLS-64/cr/304.jpg,cr,0
4426,./data/NEU-CLS-64/rs/1515.jpg,rs,6
4039,./data/NEU-CLS-64/rs/705.jpg,rs,6
4536,./data/NEU-CLS-64/rs/1074.jpg,rs,6
2734,./data/NEU-CLS-64/cr/339.jpg,cr,0
4531,./data/NEU-CLS-64/rs/523.jpg,rs,6
2946,./data/NEU-CLS-64/cr/321.jpg,cr,0
74,./data/NEU-CLS-64/sp/415.jpg,sp,8
5938,./data/NEU-CLS-64/pa/639.jpg,pa,3
462,./data/NEU-CLS-64/sc/771.jpg,sc,7
3410,./data/NEU-CLS-64/cr/807.jpg,cr,0
4289,./data/NEU-CLS-64/rs/1463.jpg,rs,6
1578,./data/NEU-CLS-64/in/202.jpg,in,2
1180,./data/NEU-CLS-64/sc/754.jpg,sc,7
4230,./data/NEU-CLS-64/rs/703.jpg,rs,6
3719,./data/NEU-CLS-64/rs/1023.jpg,rs,6
3491,./data/NEU-CLS-64/cr/184.jpg,cr,0
591,./data/NEU-CLS-64/sc/238.jpg,sc,7
3349,./data/NEU-CLS-64/cr/1002.jpg,cr,0
6268,./data/NEU-CLS-64/pa/1130.jpg,pa,3
1597,./data/NEU-CLS-64/in/65.jpg,in,2
4653,./data/NEU-CLS-64/rs/695.jpg,rs,6
7083,./data/NEU-CLS-64/rp/100.jpg,rp,5
5737,./data/NEU-CLS-64/ps/357.jpg,ps,4
736,./data/NEU-CLS-64/sc/11.jpg,sc,7
2536,./data/NEU-CLS-64/cr/761.jpg,cr,0
5099,./data/NEU-CLS-64/ps/566.jpg,ps,4
2992,./data/NEU-CLS-64/cr/888.jpg,cr,0
514,./data/NEU-CLS-64/sc/376.jpg,sc,7
2454,./data/NEU-CLS-64/cr/574.jpg,cr,0
4584,./data/NEU-CLS-64/rs/482.jpg,rs,6
1988,./data/NEU-CLS-64/in/331.jpg,in,2
5797,./data/NEU-CLS-64/ps/408.jpg,ps,4
1636,./data/NEU-CLS-64/in/198.jpg,in,2
2139,./data/NEU-CLS-64/in/747.jpg,in,2
3021,./data/NEU-CLS-64/cr/318.jpg,cr,0
6586,./data/NEU-CLS-64/pa/324.jpg,pa,3
4324,./data/NEU-CLS-64/rs/726.jpg,rs,6
921,./data/NEU-CLS-64/sc/669.jpg,sc,7
4110,./data/NEU-CLS-64/rs/1054.jpg,rs,6
179,./data/NEU-CLS-64/sp/267.jpg,sp,8
4618,./data/NEU-CLS-64/rs/1275.jpg,rs,6
1045,./data/NEU-CLS-64/sc/168.jpg,sc,7
2740,./data/NEU-CLS-64/cr/503.jpg,cr,0
4751,./data/NEU-CLS-64/rs/94.jpg,rs,6
1492,./data/NEU-CLS-64/gg/90.jpg,gg,1
6129,./data/NEU-CLS-64/pa/402.jpg,pa,3
6546,./data/NEU-CLS-64/pa/452.jpg,pa,3
4200,./data/NEU-CLS-64/rs/1137.jpg,rs,6
3092,./data/NEU-CLS-64/cr/441.jpg,cr,0
2266,./data/NEU-CLS-64/in/437.jpg,in,2
5741,./data/NEU-CLS-64/ps/394.jpg,ps,4
3822,./data/NEU-CLS-64/rs/211.jpg,rs,6
3525,./data/NEU-CLS-64/rs/214.jpg,rs,6
3530,./data/NEU-CLS-64/rs/1569.jpg,rs,6
3072,./data/NEU-CLS-64/cr/682.jpg,cr,0
3730,./data/NEU-CLS-64/rs/945.jpg,rs,6
4129,./data/NEU-CLS-64/rs/1281.jpg,rs,6
445,./data/NEU-CLS-64/sc/88.jpg,sc,7
2700,./data/NEU-CLS-64/cr/315.jpg,cr,0
4721,./data/NEU-CLS-64/rs/793.jpg,rs,6
6474,./data/NEU-CLS-64/pa/323.jpg,pa,3
3837,./data/NEU-CLS-64/rs/991.jpg,rs,6
2838,./data/NEU-CLS-64/cr/461.jpg,cr,0
1918,./data/NEU-CLS-64/in/255.jpg,in,2
2148,./data/NEU-CLS-64/in/343.jpg,in,2
1812,./data/NEU-CLS-64/in/138.jpg,in,2
252,./data/NEU-CLS-64/sp/319.jpg,sp,8
7146,./data/NEU-CLS-64/rp/19.jpg,rp,5
1431,./data/NEU-CLS-64/gg/43.jpg,gg,1
1765,./data/NEU-CLS-64/in/12.jpg,in,2
3448,./data/NEU-CLS-64/cr/998.jpg,cr,0
2255,./data/NEU-CLS-64/in/741.jpg,in,2
6699,./data/NEU-CLS-64/pa/483.jpg,pa,3
3140,./data/NEU-CLS-64/cr/871.jpg,cr,0
835,./data/NEU-CLS-64/sc/490.jpg,sc,7
6553,./data/NEU-CLS-64/pa/1139.jpg,pa,3
5296,./data/NEU-CLS-64/ps/114.jpg,ps,4
3165,./data/NEU-CLS-64/cr/1164.jpg,cr,0
5706,./data/NEU-CLS-64/ps/395.jpg,ps,4
1404,./data/NEU-CLS-64/gg/124.jpg,gg,1
5939,./data/NEU-CLS-64/pa/188.jpg,pa,3
1405,./data/NEU-CLS-64/gg/31.jpg,gg,1
687,./data/NEU-CLS-64/sc/498.jpg,sc,7
2352,./data/NEU-CLS-64/cr/836.jpg,cr,0
5784,./data/NEU-CLS-64/ps/743.jpg,ps,4
5994,./data/NEU-CLS-64/pa/376.jpg,pa,3
5695,./data/NEU-CLS-64/ps/41.jpg,ps,4
1839,./data/NEU-CLS-64/in/139.jpg,in,2
6161,./data/NEU-CLS-64/pa/303.jpg,pa,3
6299,./data/NEU-CLS-64/pa/305.jpg,pa,3
241,./data/NEU-CLS-64/sp/318.jpg,sp,8
4849,./data/NEU-CLS-64/rs/394.jpg,rs,6
6267,./data/NEU-CLS-64/pa/329.jpg,pa,3
3227,./data/NEU-CLS-64/cr/195.jpg,cr,0
2674,./data/NEU-CLS-64/cr/274.jpg,cr,0
5866,./data/NEU-CLS-64/ps/386.jpg,ps,4
1362,./data/NEU-CLS-64/gg/254.jpg,gg,1
4475,./data/NEU-CLS-64/rs/873.jpg,rs,6
923,./data/NEU-CLS-64/sc/641.jpg,sc,7
1748,./data/NEU-CLS-64/in/275.jpg,in,2
3289,./data/NEU-CLS-64/cr/545.jpg,cr,0
83,./data/NEU-CLS-64/sp/8.jpg,sp,8
6703,./data/NEU-CLS-64/pa/656.jpg,pa,3
1823,./data/NEU-CLS-64/in/528.jpg,in,2
3015,./data/NEU-CLS-64/cr/481.jpg,cr,0
226,./data/NEU-CLS-64/sp/297.jpg,sp,8
3119,./data/NEU-CLS-64/cr/246.jpg,cr,0
3718,./data/NEU-CLS-64/rs/1037.jpg,rs,6
7090,./data/NEU-CLS-64/rp/103.jpg,rp,5
3755,./data/NEU-CLS-64/rs/575.jpg,rs,6
5089,./data/NEU-CLS-64/ps/610.jpg,ps,4
1929,./data/NEU-CLS-64/in/240.jpg,in,2
1608,./data/NEU-CLS-64/in/428.jpg,in,2
1427,./data/NEU-CLS-64/gg/195.jpg,gg,1
3492,./data/NEU-CLS-64/rs/63.jpg,rs,6
4974,./data/NEU-CLS-64/rs/1407.jpg,rs,6
4599,./data/NEU-CLS-64/rs/247.jpg,rs,6
3316,./data/NEU-CLS-64/cr/800.jpg,cr,0
6572,./data/NEU-CLS-64/pa/654.jpg,pa,3
6803,./data/NEU-CLS-64/pa/82.jpg,pa,3
634,./data/NEU-CLS-64/sc/712.jpg,sc,7
2040,./data/NEU-CLS-64/in/440.jpg,in,2
3853,./data/NEU-CLS-64/rs/204.jpg,rs,6
2638,./data/NEU-CLS-64/cr/666.jpg,cr,0
1030,./data/NEU-CLS-64/sc/94.jpg,sc,7
6313,./data/NEU-CLS-64/pa/701.jpg,pa,3
6031,./data/NEU-CLS-64/pa/206.jpg,pa,3
1382,./data/NEU-CLS-64/gg/292.jpg,gg,1
4434,./data/NEU-CLS-64/rs/240.jpg,rs,6
2136,./data/NEU-CLS-64/in/746.jpg,in,2
4352,./data/NEU-CLS-64/rs/486.jpg,rs,6
1482,./data/NEU-CLS-64/gg/187.jpg,gg,1
2726,./data/NEU-CLS-64/cr/1120.jpg,cr,0
19,./data/NEU-CLS-64/sp/361.jpg,sp,8
5543,./data/NEU-CLS-64/ps/287.jpg,ps,4
3954,./data/NEU-CLS-64/rs/1084.jpg,rs,6
5426,./data/NEU-CLS-64/ps/35.jpg,ps,4
841,./data/NEU-CLS-64/sc/447.jpg,sc,7
5863,./data/NEU-CLS-64/ps/423.jpg,ps,4
6143,./data/NEU-CLS-64/pa/9.jpg,pa,3
4698,./data/NEU-CLS-64/rs/547.jpg,rs,6
3224,./data/NEU-CLS-64/cr/94.jpg,cr,0
4816,./data/NEU-CLS-64/rs/1588.jpg,rs,6
1035,./data/NEU-CLS-64/sc/5.jpg,sc,7
5655,./data/NEU-CLS-64/ps/547.jpg,ps,4
5044,./data/NEU-CLS-64/rs/543.jpg,rs,6
2330,./data/NEU-CLS-64/cr/229.jpg,cr,0
3245,./data/NEU-CLS-64/cr/82.jpg,cr,0
6280,./data/NEU-CLS-64/pa/856.jpg,pa,3
4512,./data/NEU-CLS-64/rs/720.jpg,rs,6
4244,./data/NEU-CLS-64/rs/267.jpg,rs,6
1119,./data/NEU-CLS-64/sc/227.jpg,sc,7
6197,./data/NEU-CLS-64/pa/302.jpg,pa,3
4948,./data/NEU-CLS-64/rs/420.jpg,rs,6
5533,./data/NEU-CLS-64/ps/126.jpg,ps,4
7114,./data/NEU-CLS-64/rp/135.jpg,rp,5
6396,./data/NEU-CLS-64/pa/515.jpg,pa,3
625,./data/NEU-CLS-64/sc/288.jpg,sc,7
5809,./data/NEU-CLS-64/ps/150.jpg,ps,4
4515,./data/NEU-CLS-64/rs/708.jpg,rs,6
3259,./data/NEU-CLS-64/cr/342.jpg,cr,0
3630,./data/NEU-CLS-64/rs/1218.jpg,rs,6
6605,./data/NEU-CLS-64/pa/721.jpg,pa,3
3686,./data/NEU-CLS-64/rs/61.jpg,rs,6
5234,./data/NEU-CLS-64/ps/775.jpg,ps,4
2533,./data/NEU-CLS-64/cr/952.jpg,cr,0
5345,./data/NEU-CLS-64/ps/113.jpg,ps,4
4979,./data/NEU-CLS-64/rs/1363.jpg,rs,6
4846,./data/NEU-CLS-64/rs/1199.jpg,rs,6
1345,./data/NEU-CLS-64/gg/257.jpg,gg,1
1816,./data/NEU-CLS-64/in/312.jpg,in,2
2347,./data/NEU-CLS-64/cr/89.jpg,cr,0
4788,./data/NEU-CLS-64/rs/1167.jpg,rs,6
3415,./data/NEU-CLS-64/cr/620.jpg,cr,0
4871,./data/NEU-CLS-64/rs/6.jpg,rs,6
6819,./data/NEU-CLS-64/pa/578.jpg,pa,3
2146,./data/NEU-CLS-64/in/586.jpg,in,2
5891,./data/NEU-CLS-64/pa/360.jpg,pa,3
2168,./data/NEU-CLS-64/in/78.jpg,in,2
5602,./data/NEU-CLS-64/ps/509.jpg,ps,4
5101,./data/NEU-CLS-64/ps/758.jpg,ps,4
6131,./data/NEU-CLS-64/pa/1141.jpg,pa,3
701,./data/NEU-CLS-64/sc/311.jpg,sc,7
184,./data/NEU-CLS-64/sp/139.jpg,sp,8
4088,./data/NEU-CLS-64/rs/12.jpg,rs,6
5341,./data/NEU-CLS-64/ps/659.jpg,ps,4
3133,./data/NEU-CLS-64/cr/483.jpg,cr,0
6788,./data/NEU-CLS-64/pa/817.jpg,pa,3
6940,./data/NEU-CLS-64/pa/45.jpg,pa,3
836,./data/NEU-CLS-64/sc/484.jpg,sc,7
2065,./data/NEU-CLS-64/in/382.jpg,in,2
2167,./data/NEU-CLS-64/in/192.jpg,in,2
6756,./data/NEU-CLS-64/pa/778.jpg,pa,3
855,./data/NEU-CLS-64/sc/254.jpg,sc,7
3866,./data/NEU-CLS-64/rs/402.jpg,rs,6
2576,./data/NEU-CLS-64/cr/67.jpg,cr,0
4365,./data/NEU-CLS-64/rs/1310.jpg,rs,6
7121,./data/NEU-CLS-64/rp/137.jpg,rp,5
2500,./data/NEU-CLS-64/cr/818.jpg,cr,0
769,./data/NEU-CLS-64/sc/111.jpg,sc,7
7143,./data/NEU-CLS-64/rp/124.jpg,rp,5
6089,./data/NEU-CLS-64/pa/403.jpg,pa,3
2531,./data/NEU-CLS-64/cr/563.jpg,cr,0
4998,./data/NEU-CLS-64/rs/393.jpg,rs,6
6854,./data/NEU-CLS-64/pa/141.jpg,pa,3
6517,./data/NEU-CLS-64/pa/296.jpg,pa,3
1504,./data/NEU-CLS-64/gg/46.jpg,gg,1
4233,./data/NEU-CLS-64/rs/1268.jpg,rs,6
1965,./data/NEU-CLS-64/in/287.jpg,in,2
7147,./data/NEU-CLS-64/rp/42.jpg,rp,5
2218,./data/NEU-CLS-64/in/636.jpg,in,2
1121,./data/NEU-CLS-64/sc/555.jpg,sc,7
3802,./data/NEU-CLS-64/rs/99.jpg,rs,6
2783,./data/NEU-CLS-64/cr/13.jpg,cr,0
146,./data/NEU-CLS-64/sp/315.jpg,sp,8
3689,./data/NEU-CLS-64/rs/75.jpg,rs,6
1050,./data/NEU-CLS-64/sc/626.jpg,sc,7
5633,./data/NEU-CLS-64/ps/56.jpg,ps,4
5392,./data/NEU-CLS-64/ps/460.jpg,ps,4
5871,./data/NEU-CLS-64/ps/153.jpg,ps,4
6892,./data/NEU-CLS-64/pa/409.jpg,pa,3
5144,./data/NEU-CLS-64/ps/571.jpg,ps,4
3504,./data/NEU-CLS-64/rs/604.jpg,rs,6
5904,./data/NEU-CLS-64/pa/957.jpg,pa,3
2582,./data/NEU-CLS-64/cr/28.jpg,cr,0
6936,./data/NEU-CLS-64/pa/144.jpg,pa,3
2291,./data/NEU-CLS-64/cr/88.jpg,cr,0
3203,./data/NEU-CLS-64/cr/552.jpg,cr,0
2581,./data/NEU-CLS-64/cr/854.jpg,cr,0
6551,./data/NEU-CLS-64/pa/1105.jpg,pa,3
5000,./data/NEU-CLS-64/rs/1149.jpg,rs,6
1712,./data/NEU-CLS-64/in/316.jpg,in,2
1767,./data/NEU-CLS-64/in/113.jpg,in,2
4795,./data/NEU-CLS-64/rs/424.jpg,rs,6
4015,./data/NEU-CLS-64/rs/1051.jpg,rs,6
2257,./data/NEU-CLS-64/in/219.jpg,in,2
5118,./data/NEU-CLS-64/ps/177.jpg,ps,4
5246,./data/NEU-CLS-64/ps/358.jpg,ps,4
1194,./data/NEU-CLS-64/sc/351.jpg,sc,7
2049,./data/NEU-CLS-64/in/25.jpg,in,2
878,./data/NEU-CLS-64/sc/697.jpg,sc,7
5682,./data/NEU-CLS-64/ps/630.jpg,ps,4
6316,./data/NEU-CLS-64/pa/728.jpg,pa,3
740,./data/NEU-CLS-64/sc/676.jpg,sc,7
6750,./data/NEU-CLS-64/pa/751.jpg,pa,3
2458,./data/NEU-CLS-64/cr/1209.jpg,cr,0
4752,./data/NEU-CLS-64/rs/618.jpg,rs,6
5511,./data/NEU-CLS-64/ps/320.jpg,ps,4
2290,./data/NEU-CLS-64/cr/176.jpg,cr,0
5576,./data/NEU-CLS-64/ps/32.jpg,ps,4
3920,./data/NEU-CLS-64/rs/539.jpg,rs,6
4606,./data/NEU-CLS-64/rs/1274.jpg,rs,6
6610,./data/NEU-CLS-64/pa/251.jpg,pa,3
309,./data/NEU-CLS-64/sp/368.jpg,sp,8
3996,./data/NEU-CLS-64/rs/894.jpg,rs,6
1258,./data/NEU-CLS-64/gg/64.jpg,gg,1
7027,./data/NEU-CLS-64/rp/189.jpg,rp,5
4893,./data/NEU-CLS-64/rs/1162.jpg,rs,6
2888,./data/NEU-CLS-64/cr/732.jpg,cr,0
1883,./data/NEU-CLS-64/in/445.jpg,in,2
1199,./data/NEU-CLS-64/sc/386.jpg,sc,7
717,./data/NEU-CLS-64/sc/258.jpg,sc,7
2928,./data/NEU-CLS-64/cr/22.jpg,cr,0
2908,./data/NEU-CLS-64/cr/323.jpg,cr,0
4347,./data/NEU-CLS-64/rs/445.jpg,rs,6
6169,./data/NEU-CLS-64/pa/1085.jpg,pa,3
4552,./data/NEU-CLS-64/rs/133.jpg,rs,6
3939,./data/NEU-CLS-64/rs/1292.jpg,rs,6
6743,./data/NEU-CLS-64/pa/547.jpg,pa,3
6024,./data/NEU-CLS-64/pa/372.jpg,pa,3
6531,./data/NEU-CLS-64/pa/718.jpg,pa,3
1514,./data/NEU-CLS-64/in/88.jpg,in,2
90,./data/NEU-CLS-64/sp/403.jpg,sp,8
2335,./data/NEU-CLS-64/cr/413.jpg,cr,0
4277,./data/NEU-CLS-64/rs/1452.jpg,rs,6
2643,./data/NEU-CLS-64/cr/29.jpg,cr,0
6273,./data/NEU-CLS-64/pa/103.jpg,pa,3
1085,./data/NEU-CLS-64/sc/633.jpg,sc,7
825,./data/NEU-CLS-64/sc/20.jpg,sc,7
3209,./data/NEU-CLS-64/cr/1039.jpg,cr,0
4542,./data/NEU-CLS-64/rs/1128.jpg,rs,6
2817,./data/NEU-CLS-64/cr/716.jpg,cr,0
1474,./data/NEU-CLS-64/gg/178.jpg,gg,1
6203,./data/NEU-CLS-64/pa/100.jpg,pa,3
2081,./data/NEU-CLS-64/in/744.jpg,in,2
648,./data/NEU-CLS-64/sc/100.jpg,sc,7
659,./data/NEU-CLS-64/sc/102.jpg,sc,7
7104,./data/NEU-CLS-64/rp/139.jpg,rp,5
5009,./data/NEU-CLS-64/rs/1015.jpg,rs,6
2637,./data/NEU-CLS-64/cr/100.jpg,cr,0
5054,./data/NEU-CLS-64/rs/437.jpg,rs,6
6684,./data/NEU-CLS-64/pa/520.jpg,pa,3
3389,./data/NEU-CLS-64/cr/1163.jpg,cr,0
1829,./data/NEU-CLS-64/in/501.jpg,in,2
5364,./data/NEU-CLS-64/ps/714.jpg,ps,4
4828,./data/NEU-CLS-64/rs/1576.jpg,rs,6
5431,./data/NEU-CLS-64/ps/646.jpg,ps,4
2232,./data/NEU-CLS-64/in/634.jpg,in,2
3753,./data/NEU-CLS-64/rs/549.jpg,rs,6
4248,./data/NEU-CLS-64/rs/298.jpg,rs,6
956,./data/NEU-CLS-64/sc/722.jpg,sc,7
5255,./data/NEU-CLS-64/ps/98.jpg,ps,4
2873,./data/NEU-CLS-64/cr/336.jpg,cr,0
1947,./data/NEU-CLS-64/in/23.jpg,in,2
6570,./data/NEU-CLS-64/pa/27.jpg,pa,3
3664,./data/NEU-CLS-64/rs/362.jpg,rs,6
5428,./data/NEU-CLS-64/ps/691.jpg,ps,4
3808,./data/NEU-CLS-64/rs/1140.jpg,rs,6
6005,./data/NEU-CLS-64/pa/49.jpg,pa,3
5441,./data/NEU-CLS-64/ps/295.jpg,ps,4
1849,./data/NEU-CLS-64/in/685.jpg,in,2
6390,./data/NEU-CLS-64/pa/529.jpg,pa,3
1838,./data/NEU-CLS-64/in/461.jpg,in,2
1726,./data/NEU-CLS-64/in/658.jpg,in,2
4587,./data/NEU-CLS-64/rs/327.jpg,rs,6
7078,./data/NEU-CLS-64/rp/28.jpg,rp,5
3829,./data/NEU-CLS-64/rs/1550.jpg,rs,6
4959,./data/NEU-CLS-64/rs/144.jpg,rs,6
5634,./data/NEU-CLS-64/ps/180.jpg,ps,4
1243,./data/NEU-CLS-64/gg/61.jpg,gg,1
2211,./data/NEU-CLS-64/in/391.jpg,in,2
6337,./data/NEU-CLS-64/pa/489.jpg,pa,3
6643,./data/NEU-CLS-64/pa/694.jpg,pa,3
6435,./data/NEU-CLS-64/pa/1107.jpg,pa,3
1703,./data/NEU-CLS-64/in/707.jpg,in,2
4754,./data/NEU-CLS-64/rs/195.jpg,rs,6
3816,./data/NEU-CLS-64/rs/359.jpg,rs,6
2446,./data/NEU-CLS-64/cr/400.jpg,cr,0
1224,./data/NEU-CLS-64/gg/89.jpg,gg,1
6747,./data/NEU-CLS-64/pa/792.jpg,pa,3
3938,./data/NEU-CLS-64/rs/1293.jpg,rs,6
4928,./data/NEU-CLS-64/rs/965.jpg,rs,6
4173,./data/NEU-CLS-64/rs/853.jpg,rs,6
3899,./data/NEU-CLS-64/rs/868.jpg,rs,6
796,./data/NEU-CLS-64/sc/256.jpg,sc,7
6666,./data/NEU-CLS-64/pa/253.jpg,pa,3
4859,./data/NEU-CLS-64/rs/182.jpg,rs,6
4808,./data/NEU-CLS-64/rs/1239.jpg,rs,6
4509,./data/NEU-CLS-64/rs/907.jpg,rs,6
407,./data/NEU-CLS-64/sp/152.jpg,sp,8
1789,./data/NEU-CLS-64/in/516.jpg,in,2
3917,./data/NEU-CLS-64/rs/288.jpg,rs,6
229,./data/NEU-CLS-64/sp/334.jpg,sp,8
3401,./data/NEU-CLS-64/cr/811.jpg,cr,0
2278,./data/NEU-CLS-64/in/52.jpg,in,2
3016,./data/NEU-CLS-64/cr/1129.jpg,cr,0
1733,./data/NEU-CLS-64/in/472.jpg,in,2
5308,./data/NEU-CLS-64/ps/102.jpg,ps,4
1229,./data/NEU-CLS-64/gg/74.jpg,gg,1
990,./data/NEU-CLS-64/sc/625.jpg,sc,7
1756,./data/NEU-CLS-64/in/315.jpg,in,2
1631,./data/NEU-CLS-64/in/617.jpg,in,2
2451,./data/NEU-CLS-64/cr/560.jpg,cr,0
4571,./data/NEU-CLS-64/rs/694.jpg,rs,6
5547,./data/NEU-CLS-64/ps/536.jpg,ps,4
3175,./data/NEU-CLS-64/cr/584.jpg,cr,0
205,./data/NEU-CLS-64/sp/323.jpg,sp,8
2792,./data/NEU-CLS-64/cr/110.jpg,cr,0
1531,./data/NEU-CLS-64/in/771.jpg,in,2
5409,./data/NEU-CLS-64/ps/273.jpg,ps,4
6205,./data/NEU-CLS-64/pa/896.jpg,pa,3
3665,./data/NEU-CLS-64/rs/376.jpg,rs,6
3918,./data/NEU-CLS-64/rs/1046.jpg,rs,6
1810,./data/NEU-CLS-64/in/110.jpg,in,2
3248,./data/NEU-CLS-64/cr/140.jpg,cr,0
2026,./data/NEU-CLS-64/in/723.jpg,in,2
2213,./data/NEU-CLS-64/in/178.jpg,in,2
276,./data/NEU-CLS-64/sp/326.jpg,sp,8
899,./data/NEU-CLS-64/sc/250.jpg,sc,7
3078,./data/NEU-CLS-64/cr/24.jpg,cr,0
175,./data/NEU-CLS-64/sp/312.jpg,sp,8
1880,./data/NEU-CLS-64/in/294.jpg,in,2
5265,./data/NEU-CLS-64/ps/101.jpg,ps,4
5385,./data/NEU-CLS-64/ps/11.jpg,ps,4
3895,./data/NEU-CLS-64/rs/1456.jpg,rs,6
4888,./data/NEU-CLS-64/rs/623.jpg,rs,6
5758,./data/NEU-CLS-64/ps/2.jpg,ps,4
